1960-03-27T07:24:41 UT1,1960-03-27T07:25:14 TT,33s,1960-03-27T07:00:00 TT,0.1360251020,0.5106333626,-0.0000179626,-0.0000067701,-1.1674619593,0.1624523052,0.0000301068,-0.0000021059,2.8545741621,0.0158975447,-0.0000008856,0.0000000039,0.5555644387,0.0001244121,-0.0000109835,0.0000000036,0.0093596493,0.0001237924,-0.0000109288,0.0000000035,282.9799540167,15.0043955062,0.0000000000,0.0000000000,0.0046829722,0.0046596404
1960-09-20T22:59:15 UT1,1960-09-20T22:59:48 TT,33s,1960-09-20T23:00:00 TT,0.3716175509,0.5066122935,-0.0000026162,-0.0000065938,1.1469568209,-0.1638504443,-0.0000616490,0.0000020430,0.5868480865,-0.0158121135,-0.0000001605,-0.0000000038,0.5557795031,-0.0001113495,-0.0000107856,-0.0000000035,0.0095737106,-0.0001107949,-0.0000107318,-0.0000000035,166.0524357173,15.0049013168,0.0000000000,0.0000000000,0.0046560105,0.0046328130
1961-02-15T08:19:16 UT1,1961-02-15T08:19:49 TT,33s,1961-02-15T08:00:00 TT,-0.4050137683,0.5611344901,-0.0000060333,-0.0000093853,0.8076334900,0.1441923146,0.0000342474,-0.0000023174,-12.5289393596,0.0140244499,0.0000028259,0.0000000043,0.5386866174,0.0000577719,-0.0000129398,0.0000000018,-0.0074342049,0.0000574841,-0.0000128754,0.0000000018,295.7710356047,15.0019655115,0.0000000000,0.0000000000,0.0047308142,0.0047072440
1961-08-11T10:46:14 UT1,1961-08-11T10:46:48 TT,34s,1961-08-11T11:00:00 TT,-0.0822944418,0.4933325668,-0.0000157736,-0.0000055191,-0.8891034532,-0.1089284116,-0.0000506410,0.0000011553,15.1106561137,-0.0121898498,-0.0000033630,-0.0000000017,0.5664498490,0.0000031562,-0.0000096859,0.0000000001,0.0201910030,0.0000031404,-0.0000096377,0.0000000001,343.0371066593,15.0029293576,0.0000000000,0.0000000000,0.0046128137,0.0045898315
1962-02-05T00:12:04 UT1,1962-02-05T00:12:38 TT,34s,1962-02-05T00:00:00 TT,-0.1621137677,0.5669516154,-0.0000063619,-0.0000094599,0.1815291769,0.1175175226,0.0001022142,-0.0000018713,-15.9713066645,0.0123382212,0.0000037204,0.0000000032,0.5393908151,-0.0000485782,-0.0000129409,-0.0000000020,-0.0067335392,-0.0000483361,-0.0000128764,-0.0000000020,175.8226308410,15.0005878705,0.0000000000,0.0000000000,0.0047399578,0.0047163422
1962-07-31T12:24:59 UT1,1962-07-31T12:25:33 TT,34s,1962-07-31T12:00:00 TT,-0.2370240375,0.5137447511,-0.0000226710,-0.0000062638,-0.0755236197,-0.0843820954,-0.0001025856,0.0000009573,18.1867447658,-0.0101497489,-0.0000040502,-0.0000000013,0.5586003739,0.0001054912,-0.0000102334,0.0000000025,0.0123806556,0.0001049655,-0.0000101825,0.0000000025,357.7420346016,15.0018452514,0.0000000000,0.0000000000,0.0046049743,0.0045820311
1963-01-25T13:36:36 UT1,1963-01-25T13:37:10 TT,34s,1963-01-25T14:00:00 TT,0.2795946942,0.5463608175,-0.0000142846,-0.0000079413,-0.4536807438,0.0812262884,0.0001574455,-0.0000010835,-18.9205375036,0.0101239773,0.0000046119,0.0000000014,0.5514741358,-0.0001282415,-0.0000117942,-0.0000000037,0.0052895601,-0.0001276025,-0.0000117354,-0.0000000037,26.2512524876,14.9990523938,0.0000000000,0.0000000000,0.0047474545,0.0047238015
1963-07-20T20:35:41 UT1,1963-07-20T20:36:15 TT,34s,1963-07-20T21:00:00 TT,0.2847738736,0.5503047988,-0.0000431983,-0.0000079759,0.6314513856,-0.0562417990,-0.0001639457,0.0000007475,20.5775380339,-0.0077829174,-0.0000046048,-0.0000000010,0.5435408461,0.0001085560,-0.0000114772,0.0000000039,-0.0026038276,0.0001080151,-0.0000114200,0.0000000039,132.7551362150,15.0008399941,0.0000000000,0.0000000000,0.0045992595,0.0045763449
1964-01-14T20:29:27 UT1,1964-01-14T20:30:01 TT,34s,1964-01-14T21:00:00 TT,0.3550301582,0.5175586685,-0.0000100371,-0.0000062902,-1.2111361728,0.0411404747,0.0001968762,-0.0000004012,-21.2666774251,0.0073399927,0.0000054250,-0.0000000000,0.5673875566,-0.0001086851,-0.0000104616,-0.0000000026,0.0211236831,-0.0001081436,-0.0000104095,-0.0000000026,132.0779767170,14.9975944992,0.0000000000,0.0000000000,0.0047524952,0.0047288171
1964-06-10T04:33:33 UT1,1964-06-10T04:34:08 TT,35s,1964-06-10T05:00:00 TT,0.4435192988,0.5753302773,0.0000041649,-0.0000097839,-1.0792215749,0.1000340741,-0.0001015979,-0.0000018431,23.0578253121,0.0027984231,-0.0000056222,0.0000000041,0.5303036545,-0.0000057281,-0.0000128198,0.0000000005,-0.0157750759,-0.0000056995,-0.0000127559,0.0000000005,254.4891373647,14.9993935672,0.0000000000,0.0000000000,0.0046023155,0.0045793857
1964-07-09T11:59:00 UT1,1964-07-09T11:59:35 TT,35s,1964-07-09T12:00:00 TT,0.4561986039,0.5797073556,-0.0000366115,-0.0000096711,1.3465525783,-0.0213018180,-0.0002325498,0.0000002757,22.2577905459,-0.0051671992,-0.0000049865,-0.0000000001,0.5318951663,0.0000378984,-0.0000125982,0.0000000024,-0.0141914787,0.0000377096,-0.0000125355,0.0000000024,358.0364348800,15.0000035400,0.0000000000,0.0000000000,0.0045964247,0.0045735242
1964-12-04T01:31:22 UT1,1964-12-04T01:31:57 TT,35s,1964-12-04T02:00:00 TT,0.4845590164,0.4928987284,0.0000080745,-0.0000055283,1.0364528477,-0.1146310773,0.0001030465,0.0000014219,-22.2960566043,-0.0051982801,0.0000059988,-0.0000000027,0.5731545511,0.0000419635,-0.0000099711,0.0000000013,0.0268619680,0.0000417543,-0.0000099214,0.0000000013,211.7871686326,14.9970613884,0.0000000000,0.0000000000,0.0047436032,0.0047199693
1965-05-30T21:16:55 UT1,1965-05-30T21:17:30 TT,35s,1965-05-30T21:00:00 TT,-0.0579906590,0.5538030969,0.0000527870,-0.0000087969,-0.4505121035,0.1402207920,-0.0001222246,-0.0000023791,21.9110070044,0.0056074057,-0.0000052148,0.0000000050,0.5360962529,-0.0000817119,-0.0000122730,-0.0000000032,-0.0100113547,-0.0000813047,-0.0000122118,-0.0000000032,134.9689978922,14.9999147319,0.0000000000,0.0000000000,0.0046091093,0.0045861456
1965-11-23T04:14:16 UT1,1965-11-23T04:14:52 TT,36s,1965-11-23T04:00:00 TT,-0.0079943410,0.5072407438,0.0000236824,-0.0000065460,0.4121244620,-0.1601201378,0.0001166742,0.0000022296,-20.3929715284,-0.0082369069,0.0000051563,-0.0000000043,0.5601435145,0.0001252214,-0.0000109368,0.0000000033,0.0139157805,0.0001245974,-0.0000108824,0.0000000033,242.7666746459,14.9984078730,0.0000000000,0.0000000000,0.0047339512,0.0047103655
1966-05-20T09:38:25 UT1,1966-05-20T09:39:01 TT,36s,1966-05-20T10:00:00 TT,0.0714878176,0.5128503327,0.0000558753,-0.0000068751,0.3881526488,0.1676177126,-0.0001377465,-0.0000024100,20.0283161626,0.0082389927,-0.0000046104,0.0000000049,0.5505599707,-0.0001286955,-0.0000109840,-0.0000000034,0.0043802777,-0.0001280542,-0.0000109293,-0.0000000034,330.2537735679,15.0006946642,0.0000000000,0.0000000000,0.0046184901,0.0045954796
1966-11-12T14:22:51 UT1,1966-11-12T14:23:28 TT,37s,1966-11-12T14:00:00 TT,-0.3255469479,0.5275295486,0.0000462672,-0.0000081473,-0.2277262129,-0.2046002866,0.0001320622,0.0000033394,-17.7998165401,-0.0107111425,0.0000041418,-0.0000000068,0.5441927428,0.0001120917,-0.0000123112,0.0000000032,-0.0019554902,0.0001115331,-0.0000122499,0.0000000032,33.3331943635,14.9999922052,0.0000000000,0.0000000000,0.0047221959,0.0046986687
1967-05-09T14:42:06 UT1,1967-05-09T14:42:43 TT,37s,1967-05-09T15:00:00 TT,-0.2832120878,0.4757462065,0.0000608484,-0.0000054497,1.1161764650,0.1878327656,-0.0001400239,-0.0000023126,17.4048176255,0.0106228515,-0.0000038682,0.0000000045,0.5644686669,-0.0000736288,-0.0000099318,-0.0000000016,0.0182196487,-0.0000732619,-0.0000098823,-0.0000000016,45.2805999587,15.0016674707,0.0000000000,0.0000000000,0.0046299148,0.0046068474
1967-11-02T05:38:19 UT1,1967-11-02T05:38:57 TT,38s,1967-11-02T06:00:00 TT,-0.2205454803,0.5328488722,0.0000542090,-0.0000089937,-0.9973027592,-0.2375265770,0.0001509556,0.0000042071,-14.6823194414,-0.0126417262,0.0000030706,-0.0000000089,0.5360789944,0.0000038562,-0.0000130512,0.0000000005,-0.0100287819,0.0000038368,-0.0000129862,0.0000000005,273.4907761742,15.0015151905,0.0000000000,0.0000000000,0.0047097079,0.0046862430
